Name,Score,Genres,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
Mobile Dog House￥,Unknown,Music,1,2-Apr-17,Unknown,Unknown,Unknown,Unknown,Original,4 min.,G - All Ages,15615,15504,167,1,10,115,1,12,29,5,Unknown,1,1,8,9,8,15,17,18
Chein Kuro-Nikuru!! Kanketsu-hen,Unknown,"Comedy, Parody",1,23-Jun-17,Unknown,Studio PuYUKAI,Unknown,Unknown,Unknown,6 min.,G - All Ages,13584,13724,280,0,16,95,11,30,128,7,1,1,7,5,21,7,4,4,9
Cinderella Girls Gekijou: Kayou Cinderella Theater,6.46,"Comedy, Slice of Life",13,"Apr 4, 2017 to Jun 27, 2017",Unknown,"Frontier Works, Half H.P Studio, Nippon Columbia, Bandai Namco Entertainment, Anime Consortium Japan",Crunchyroll,"Gathering, Lesprit",4-koma manga,1 min. per ep.,PG-13 - Teens 13 or older,6093,6994,4136,2,153,2733,67,98,1085,99,87,230,495,527,304,76,24,15,23
Kemono Friends: Bus-teki,6.63,"Comedy, Fantasy",1,4-Apr-17,Unknown,Unknown,Unknown,Yaoyorozu,Game,2 min.,PG - Children,5271,6597,4786,4,145,2950,50,71,1570,139,93,250,515,440,250,52,30,27,26
Marumofubiyori,Unknown,Kids,Unknown,"Apr 3, 2017 to ?",Unknown,Sanrio,Unknown,Unknown,Original,2 min.,G - All Ages,15472,14171,251,1,62,0,26,38,125,6,2,1,8,8,5,5,1,4,6
SYZ Project,Unknown,Music,8,"Mar 31, 2015 to Apr 3, 2017",Unknown,Unknown,Unknown,DLE,Original,1 min. per ep.,PG - Children,12317,16606,110,1,10,52,4,17,27,3,Unknown,1,3,10,12,9,2,1,Unknown
Yogen-sha Ikusei Gakuen: Fortune Tellers Academy,Unknown,Fantasy,1,27-Apr-17,Unknown,Square Enix,Unknown,Unknown,Game,2 min.,G - All Ages,12987,13883,266,0,28,113,5,23,97,3,Unknown,2,8,6,24,12,3,3,5
"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai",7.78,"Slice of Life, Comedy, Fantasy",1,20-Sep-17,Unknown,Unknown,Unknown,Kyoto Animation,Manga,23 min.,PG-13 - Teens 13 or older,861,1191,124044,188,2096,102579,644,315,18410,6647,11329,25675,20230,5644,1711,355,144,75,80
Kkoma Sinseon Tao,Unknown,"Kids, Magic",39,"Jul 13, 2009 to Apr 26, 2010",Summer 2009,Unknown,Unknown,Unknown,Original,22 min. per ep.,G - All Ages,15077,16341,121,1,9,44,4,30,34,4,Unknown,Unknown,3,2,9,7,1,2,4
Kkoma Sinseon Tao 2,Unknown,"Kids, Magic",13,"Jan 5, 2013 to Apr 6, 2013",Winter 2013,Unknown,Unknown,Unknown,Original,22 min. per ep.,G - All Ages,15079,16463,116,1,7,44,4,30,31,4,1,Unknown,2,1,13,1,1,1,5
"Eiga Ensetsu ""Seiji no Rinrika"" Gotou Shinpei 1926",5.52,Historical,1,1926,Unknown,Unknown,Unknown,Unknown,Radio,32 min.,G - All Ages,9630,14011,259,0,7,172,2,33,45,4,1,5,16,15,29,18,7,11,24
Boku no Oldies wa All Color,Unknown,"Music, Romance, Seinen",1,10-Dec-87,Unknown,Unknown,Unknown,Unknown,Manga,27 min.,PG - Children,13457,15573,161,0,12,50,3,22,74,6,6,Unknown,3,4,5,4,Unknown,3,4
Two on the Road: Itsumo Futari de,Unknown,"Music, Romance",2,1992,Unknown,Unknown,Unknown,Unknown,Original,34 min. per ep.,PG - Children,12661,16800,99,0,6,23,2,24,44,5,Unknown,1,1,1,2,Unknown,1,Unknown,2
Seikaisuru Kado: Ninovo,6.72,Sci-Fi,1,6-Apr-17,Unknown,Unknown,Funimation,Toei Animation,Original,23 min.,PG-13 - Teens 13 or older,4786,4033,16131,2,326,13136,104,104,2461,265,462,1566,3139,2232,906,249,112,60,37
Teekyuu 9,6.61,"Comedy, Sports",12,"Jul 12, 2017 to Sep 27, 2017",Summer 2017,"DAX Production, Smiral Animation",Unknown,Millepensee,Manga,2 min. per ep.,PG-13 - Teens 13 or older,5325,4768,10794,13,448,6830,189,224,3103,286,259,719,1565,1159,600,180,119,60,58
Otoppe,Unknown,"Music, Kids, Fantasy",Unknown,"Apr 3, 2017 to ?",Spring 2017,NHK,Unknown,Unknown,Original,3 min.,G - All Ages,11465,15532,167,0,46,0,8,58,55,3,Unknown,1,Unknown,2,1,4,Unknown,5,9
Himouto! Umaru-chan R,7.36,"Comedy, School, Seinen, Slice of Life",12,"Oct 8, 2017 to Dec 24, 2017",Fall 2017,"AT-X, Flex Comix, TOHO animation, Good Smile Company, Shueisha, bilibili, BS11, Jinnan Studio, RAY",Sentai Filmworks,Doga Kobo,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2061,837,178583,488,12223,111513,5619,5851,43377,6847,9694,23993,27700,11647,4811,1800,741,435,468
Fengshen Bang,Unknown,"Action, Fantasy, Martial Arts",1,11-Feb-76,Unknown,Unknown,Unknown,Unknown,Novel,1 hr. 18 min.,PG - Children,13955,14194,246,0,15,108,5,37,81,5,2,2,4,5,12,12,16,15,8
Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,7.94,"Music, Sports",1,26-May-17,Unknown,Avex Pictures,Funimation,MAPPA,Original,2 min.,PG-13 - Teens 13 or older,631,2236,51088,225,889,33307,343,388,16161,5338,3588,4774,4065,1943,953,271,132,85,202
Yousei Land Mukashibanashi,4.93,"Comedy, Historical, Fantasy",12,"Apr 10, 2017 to Jun 26, 2017",Spring 2017,Unknown,Unknown,Unknown,Picture book,10 min. per ep.,PG - Children,10671,11810,572,1,47,242,18,93,172,7,1,3,7,9,17,17,38,26,69
Yukai na Animal Bus 2nd Season,Unknown,"Comedy, Kids",12,"Jul 2, 2017 to Sep 17, 2017",Summer 2017,Unknown,Unknown,TMS Entertainment,Original,1 min. per ep.,G - All Ages,13026,15935,140,0,12,34,5,48,41,5,1,Unknown,2,2,8,Unknown,Unknown,1,6
Tonpei to Sarukichi,5.49,Military,1,1932,Unknown,Unknown,Unknown,Unknown,Original,8 min.,G - All Ages,9722,13344,315,1,7,246,3,26,33,12,2,4,18,37,48,17,12,8,20
Kekkaku Yobou,5.49,"Drama, Historical",1,1933,Unknown,Unknown,Unknown,Unknown,Original,29 min.,G - All Ages,9714,14153,249,0,9,174,3,24,39,3,Unknown,4,16,28,34,12,8,9,11
Ameya Tanuki,4.92,Comedy,1,1931,Unknown,Unknown,Unknown,Unknown,Original,4 min.,G - All Ages,10673,13523,298,1,7,219,3,34,35,8,Unknown,1,8,16,31,30,21,14,33
Inaba no Kuni no Usagi-san,5.25,Adventure,1,1935,Unknown,Unknown,Unknown,Unknown,Original,9 min.,G - All Ages,10232,13923,265,0,7,199,1,23,35,6,Unknown,2,12,22,38,25,11,9,13
Osekisho,4.75,Kids,1,20-May-30,Unknown,Unknown,Unknown,Unknown,Original,8 min.,G - All Ages,10803,13355,314,0,12,224,4,37,37,4,Unknown,6,6,7,42,29,23,21,22
Saru Kani Gassen (1927),5.58,Drama,1,"May, 1927",Unknown,Unknown,Unknown,Unknown,Other,5 min.,G - All Ages,9471,12095,503,0,17,392,4,33,57,10,4,16,34,51,80,36,9,14,20
Oira no Hijouji,5.17,"Demons, Historical, Military",1,1936,Unknown,Unknown,Unknown,Unknown,Original,11 min.,G - All Ages,10370,13477,301,0,9,204,4,26,58,4,Unknown,4,6,22,46,23,17,10,10
Misemono Kenbutsu,5.13,Kids,1,1931,Unknown,Unknown,Unknown,Unknown,Original,2 min.,G - All Ages,10459,13839,272,0,11,204,2,25,30,4,5,1,7,13,37,27,14,20,23
Rekkoku Rikugun,5.15,Military,1,1932,Unknown,Unknown,Unknown,Unknown,Original,28 min.,G - All Ages,10385,14160,246,0,14,132,13,45,42,7,Unknown,2,8,10,31,14,14,12,16
Kamishibai Itazura Tanuki no Maki,5.57,"Action, Historical, Supernatural",1,1933,Unknown,Unknown,Unknown,Unknown,Other,5 min.,G - All Ages,9513,13181,334,0,8,230,4,26,66,4,2,2,19,39,40,21,7,15,16
Kamishibai Kintarou no Maki,5.2,"Fantasy, Historical",1,1934,Unknown,Unknown,Unknown,Unknown,Other,7 min.,G - All Ages,10341,13426,310,0,12,204,5,27,62,3,2,2,9,18,43,23,22,10,25
Hyaku-nengo no Aru Hi,5.57,"Military, Sci-Fi, Supernatural",1,1933,Unknown,Unknown,Unknown,Unknown,Original,11 min.,G - All Ages,9502,13656,284,0,6,194,2,30,52,6,1,4,22,30,34,18,9,6,14
An Expression,4.43,Dementia,1,1935,Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,10932,11715,595,0,9,481,4,36,65,8,2,8,19,18,44,45,49,69,81
Manga Revue Haru,5.35,Kids,1,1931,Unknown,Unknown,Unknown,Unknown,Original,9 min.,G - All Ages,10062,13617,289,0,11,202,4,30,42,3,1,6,14,25,45,18,10,10,14
Felix no Meitantei,5.05,Mystery,1,1932,Unknown,Unknown,Unknown,Unknown,Original,10 min.,G - All Ages,10533,13178,330,1,7,227,5,32,59,3,1,2,9,23,37,25,17,22,19
?/Sankaku no Rhythm/Trump no Arasoi,4.7,Dementia,1,1932,Unknown,Unknown,Unknown,Unknown,Original,4 min.,G - All Ages,10812,12605,419,0,6,340,4,22,47,5,1,2,16,13,52,41,26,38,47
Propagate,4.86,Dementia,1,1935,Unknown,Unknown,Unknown,Unknown,Original,4 min.,G - All Ages,10727,12843,375,0,8,288,5,27,47,4,1,6,12,33,40,31,25,34,23
Rhythm,4.76,Dementia,1,1935,Unknown,Unknown,Unknown,Unknown,Original,2 min.,G - All Ages,10801,13098,341,0,8,258,7,29,39,4,Unknown,2,11,18,32,22,23,35,33
Futatsu no Sekai,5.7,Kids,1,1929,Unknown,Unknown,Unknown,Unknown,Book,16 min.,G - All Ages,9166,13077,343,1,7,262,2,27,45,8,2,14,33,47,37,20,8,8,15
Denshin Denrei Denwa,5.56,Kids,1,1931,Unknown,Unknown,Unknown,Unknown,Original,10 min.,G - All Ages,9532,14076,255,0,6,176,2,31,40,6,1,4,17,11,53,7,7,6,19
Ahiru no Ko,5.82,Kids,1,1932,Unknown,Unknown,Unknown,Unknown,Book,14 min.,G - All Ages,8760,12668,403,0,12,276,4,43,68,10,1,9,33,46,54,16,3,6,14
Hortensia Saga,Unknown,"Game, Fantasy",Unknown,"Mar 26, 2015 to ?",Unknown,Unknown,Unknown,Unknown,Game,34 sec.,G - All Ages,14512,10286,1093,5,235,0,41,70,747,15,2,7,16,12,9,2,5,5,9
"Kabuki-bu!: Oogiri ""Chiyocolate-gassen""",6.13,School,1,27-Sep-17,Unknown,"Kadokawa Shoten, Pony Canyon",Unknown,Studio Deen,Novel,23 min.,PG-13 - Teens 13 or older,7673,9465,1559,1,51,254,26,43,1185,10,4,10,39,38,30,7,4,3,5
Jitensha ni Notte.,Unknown,Music,1,14-Apr-17,Unknown,NHK,Unknown,Unknown,Other,6 min.,G - All Ages,14704,16462,116,0,7,62,1,18,28,5,Unknown,1,9,4,7,7,4,1,2
Ribbon,5.75,Music,1,10-Apr-17,Unknown,FUJIYAMA PROJECT JAPAN,Unknown,Unknown,Music,4 min.,G - All Ages,9024,12853,371,0,9,280,3,17,62,6,5,7,20,60,49,25,7,4,14
"Donten ni Warau Gaiden: Shukumei, Soutou no Fuuma",7.52,"Action, Historical, Supernatural",1,9-Jun-18,Unknown,"Production I.G, Shochiku, Kinoshita Management",Eleven Arts,Wit Studio,Manga,1 hr.,PG-13 - Teens 13 or older,1521,5363,7982,15,247,1217,159,88,6271,117,108,208,221,89,27,9,4,2,4
"Donten ni Warau Gaiden: Ouka, Tenbou no Kakehashi",7.19,"Action, Historical, Supernatural",1,1-Sep-18,Unknown,"Production I.G, Shochiku, Kinoshita Management",Eleven Arts,Wit Studio,Manga,57 min.,PG-13 - Teens 13 or older,2815,5709,6890,9,182,965,145,79,5519,72,54,144,182,96,34,6,3,3,5
Animegataris,6.42,"Comedy, Parody, School",12,"Oct 8, 2017 to Dec 24, 2017",Fall 2017,"W-Toon Studio, Yomiuri TV Enterprise, DMM.futureworks, JY Animation",Funimation,WAO World,Original,23 min. per ep.,PG-13 - Teens 13 or older,6303,1976,61425,90,4862,28562,2597,6242,19162,776,1432,3551,6997,6215,3570,1750,767,333,187
Yi Wan Nian Yi Hou,5.09,Fantasy,1,27-Mar-15,Unknown,Yili Animation Studio,Unknown,Unknown,Original,1 hr. 36 min.,PG - Children,10495,11383,675,2,30,241,12,47,345,8,5,7,15,22,25,30,27,22,17
Jakusansei Million Arthur: Forever Kakusansei Million Arthur,5.67,"Comedy, Parody, Ecchi, Fantasy",1,19-Apr-17,Unknown,Unknown,Unknown,Unknown,Unknown,2 min.,PG-13 - Teens 13 or older,9235,12132,499,1,34,209,10,51,195,9,Unknown,3,15,22,32,18,3,5,16
Konbini Kareshi,6.3,"Slice of Life, Romance",12,"Jul 7, 2017 to Sep 29, 2017",Summer 2017,"VAP, Dentsu, TBS, chara-ani.com, Pierrot Plus, Being, Gzbrain, Cocoro Free, Tosho Printing",Funimation,Studio Pierrot,Original,24 min. per ep.,PG-13 - Teens 13 or older,6909,1839,68262,102,6097,28682,2576,7599,23308,764,1151,2984,6333,6267,4221,1967,862,454,315
Niuniu Elise PV,Unknown,Slice of Life,1,22-Mar-17,Unknown,Unknown,Unknown,Unknown,Other,2 min.,G - All Ages,11199,15521,164,0,12,87,1,26,38,4,Unknown,2,6,7,18,12,5,2,4
Nui Nui Hinobori San Kyoudai,Unknown,Slice of Life,4,"Apr 28, 2017 to Dec 17, 2017",Unknown,Unknown,Unknown,DLE,Other,3 min. per ep.,G - All Ages,11214,12201,482,0,38,98,12,46,288,8,1,9,7,17,16,8,4,Unknown,8
Neko to Mata,Unknown,Supernatural,67,"Apr 21, 2017 to Dec 13, 2018",Spring 2017,"Fuji TV, Creek & River",Unknown,Unknown,Original,42 sec. per ep.,G - All Ages,11117,12137,497,0,60,34,21,123,259,10,1,Unknown,5,6,14,3,1,1,7
100% Pascal-sensei,5.6,Comedy,6,"Oct 15, 2016 to Mar 15, 2017",Unknown,Unknown,Unknown,Unknown,Manga,4 min. per ep.,G - All Ages,9412,12276,472,0,24,203,15,78,152,15,2,9,12,13,38,11,20,8,13
Yo! Daitouryou Trap-kun,3.8,"Comedy, Parody",2,"Mar 15, 2017 to Mar 22, 2017",Unknown,Shogakukan,Unknown,DLE,Original,44 sec. per ep.,PG-13 - Teens 13 or older,11026,6007,6051,18,353,3975,163,511,1049,417,28,73,153,180,271,337,351,522,1139
Five Fire Fish,4.79,Dementia,1,"May, 2013",Unknown,Unknown,Unknown,"Yamamura Animation, Inc.",Original,1 min.,G - All Ages,10778,12938,364,0,10,268,2,18,66,8,Unknown,2,5,21,36,29,29,17,36
Tobidase!! Buddy-kun,Unknown,"Game, Parody",4,"Apr 28, 2016 to Jul 1, 2016",Unknown,Unknown,Unknown,Unknown,Card game,39 sec. per ep.,G - All Ages,12519,14522,222,0,16,76,4,26,100,7,1,2,3,9,15,6,3,2,7
Jii Coro Comic,Unknown,"Comedy, Kids, Sci-Fi",1,25-Dec-15,Unknown,Unknown,Unknown,Unknown,Manga,4 min.,G - All Ages,14681,15857,145,0,7,72,2,17,47,3,1,2,1,6,6,7,8,7,8
Pa-ri Nezumi-kun,Unknown,"Comedy, Sports",3,"Apr 15, 2017 to Jun 15, 2017",Unknown,Unknown,Unknown,Unknown,Original,1 min. per ep.,G - All Ages,11465,15409,170,0,31,26,4,51,58,5,Unknown,Unknown,2,4,5,7,Unknown,6,10
Chokotto Kamen feat. Inoue Kikuko,Unknown,Music,1,1-May-14,Unknown,Space Shower Music,Unknown,Unknown,Original,3 min.,G - All Ages,13663,16022,136,0,3,98,0,10,25,6,Unknown,1,1,9,19,8,11,5,12
Soushin Shoujo Matoi: Kabushiki Gaisha Knight Busters,6.57,"Magic, Supernatural",1,21-Apr-17,Unknown,"Bandai Visual, Lantis",Unknown,White Fox,Original,24 min.,PG-13 - Teens 13 or older,5521,8036,2757,0,145,1354,54,42,1162,43,59,110,310,231,109,36,14,6,11
Boku no Hero Academia: Training of the Dead,7.32,"Action, Comedy, Super Power, School, Shounen",1,2-Jun-17,Unknown,Unknown,Unknown,Bones,Manga,25 min.,PG-13 - Teens 13 or older,2248,1106,133924,225,2522,102798,762,436,27406,6343,6844,16302,22015,10337,4033,1184,432,195,201
"Mon-Soni!: Senritsu no Lucifer, Tada Hitotsu no Hajimari no Uta",6.24,"Action, Game, Music, Fantasy",1,3-May-17,Unknown,XFLAG Pictures,Unknown,LIDENFILMS,Game,21 min.,G - All Ages,7176,10027,1221,2,64,515,30,56,556,36,14,32,93,96,44,22,18,5,9
ReLIFE: Kanketsu-hen,8.23,"Romance, School, Slice of Life",4,21-Mar-18,Unknown,"comico, TMS Music",Funimation,TMS Entertainment,Web manga,23 min. per ep.,PG-13 - Teens 13 or older,284,598,243120,1201,6142,183757,2025,1407,49789,22467,37302,46516,23185,7187,2501,894,289,140,175
Yuuki Yuuna wa Yuushabu Shozoku 2,6.54,"Slice of Life, Comedy, Magic, Fantasy",1,15-Apr-17,Unknown,Unknown,Unknown,W-Toon Studio,Manga,7 min.,PG-13 - Teens 13 or older,5715,7992,2802,1,112,1298,64,65,1263,64,35,106,224,210,101,34,18,6,11
Yuuki Yuuna wa Yuushabu Shozoku 3,6.58,"Slice of Life, Comedy, Magic, Fantasy",1,8-Jul-17,Unknown,Unknown,Unknown,W-Toon Studio,Manga,8 min.,PG-13 - Teens 13 or older,5511,8295,2491,1,93,1131,56,63,1148,60,34,103,178,172,87,27,18,7,9
Isobe Isobee with Nakata Yasutaka de Sourou,Unknown,"Historical, Music, Parody",1,23-Apr-17,Unknown,Unknown,Unknown,Unknown,Manga,1 min.,G - All Ages,14629,13924,265,0,10,138,4,34,79,6,Unknown,2,4,19,21,13,9,8,9
Little Charo 4: Eigo de Aruku New York,Unknown,"Adventure, Kids",36,"Apr 3, 2013 to Dec 18, 2013",Spring 2013,Unknown,Unknown,Unknown,Original,5 min. per ep.,G - All Ages,15308,16694,104,0,4,30,1,25,44,4,Unknown,1,5,4,1,Unknown,1,1,3
Neko no Robu,Unknown,"Slice of Life, Comedy",Unknown,"May 6, 2017 to ?",Spring 2017,"Gakken, MMDGP, Anime Beans",Unknown,Kachidoki Studio,Original,1 min.,G - All Ages,11125,10674,919,1,117,0,27,166,609,10,Unknown,Unknown,5,2,11,1,5,2,13
Karadasagashi,5.68,"Horror, School, Shounen",10,"Jul 30, 2017 to Aug 31, 2017",Unknown,"Production I.G, Shueisha, Anime Beans",Unknown,Studio Khronos,Manga,3 min. per ep.,R - 17+ (violence & profanity),9200,6909,4242,5,169,180,78,127,3688,11,3,10,16,24,35,20,9,2,20
Osake wa Fuufu ni Natte kara,6.94,"Slice of Life, Comedy, Romance",13,"Oct 4, 2017 to Dec 27, 2017",Fall 2017,"VAP, Yomiko Advertising, Tokyo MX, GYAO!, Cloud22",Unknown,Creators in Pack,Web manga,3 min. per ep.,PG-13 - Teens 13 or older,3856,1097,135273,229,9444,81680,2938,6037,35174,4020,4742,11389,20958,13645,6570,1742,749,369,208
Dan Fumi no Ohanashi Channel,Unknown,"Fantasy, Kids",5,5-Nov-89,Unknown,Unknown,Unknown,Unknown,Book,14 min. per ep.,G - All Ages,13761,16715,104,0,6,33,3,31,31,5,Unknown,2,9,1,1,1,1,1,4
Sakai Noriko no Yoiko no Ohanashi Hiroba,Unknown,"Fantasy, Kids",10,6-Nov-03,Unknown,Unknown,Unknown,Unknown,Book,10 min. per ep.,G - All Ages,11792,16833,96,0,7,26,4,25,34,3,3,2,4,2,3,Unknown,Unknown,Unknown,3
Tanukichi no Ohanashi,Unknown,"Historical, Fantasy",1,28-May-31,Unknown,Unknown,Unknown,Unknown,Original,11 min.,G - All Ages,12401,15077,189,0,14,45,7,64,59,5,2,1,3,1,6,Unknown,2,Unknown,7
Kaeru wa Kaeru,Unknown,Historical,1,16-Feb-29,Unknown,Unknown,Unknown,Unknown,Original,10 min.,G - All Ages,14756,15046,191,0,12,49,8,66,56,4,Unknown,2,3,3,6,Unknown,1,Unknown,10
Tako no Hone,5.09,"Fantasy, Historical",1,2-Nov-27,Unknown,Unknown,Unknown,Unknown,Other,4 min.,G - All Ages,10505,12219,482,0,18,368,3,35,58,7,Unknown,10,14,41,82,33,18,19,27
Chuukichi wa Kaetta,Unknown,Historical,1,1929,Unknown,Unknown,Unknown,Unknown,Unknown,10 min.,G - All Ages,13696,16534,113,0,4,27,4,45,33,3,Unknown,6,2,2,1,1,Unknown,1,6
Haha wo Tazunete Sanzenri (Special),Unknown,"Adventure, Drama",1,Unknown,Unknown,Gakken,Unknown,Unknown,Book,28 min.,G - All Ages,14226,14253,242,0,6,97,6,31,102,4,1,6,11,9,14,4,3,1,6
Robinson Crusoe: Mujintou no Bouken,Unknown,"Adventure, Drama",1,2000,Unknown,Gakken,Unknown,Unknown,Book,39 min.,G - All Ages,11723,16476,115,0,7,45,1,21,41,5,Unknown,4,7,4,1,3,Unknown,1,1
Yuurei Yashiki,Unknown,Horror,1,Unknown,Unknown,Gakken,Unknown,Unknown,Original,21 min.,G - All Ages,13087,16265,125,0,6,49,2,24,44,4,1,Unknown,4,10,7,2,1,1,3
Hashire Melos,Unknown,Adventure,1,1979,Unknown,Gakken,Unknown,Unknown,Book,18 min.,G - All Ages,14306,13214,329,0,13,118,9,40,149,5,1,3,6,7,16,18,6,4,8
Mahou Shoujo Lyrical Nanoha Picture Drama,5.89,"Comedy, Parody, Magic",1,1-Oct-14,Unknown,Unknown,Unknown,Unknown,Original,7 min.,PG-13 - Teens 13 or older,8559,10708,893,1,50,276,24,33,510,15,2,17,27,49,36,10,6,6,5
Pure Aluminum: Sunoko-tan.,Unknown,"Comedy, Music",1,29-Dec-08,Unknown,Unknown,Unknown,Ishikawa Pro,Other,1 min.,G - All Ages,11641,15108,189,0,17,96,1,17,58,6,1,1,4,6,20,9,6,9,5
Shoujo☆Kageki Revue Starlight,7.62,"Music, School",12,"Jul 13, 2018 to Sep 28, 2018",Summer 2018,"Pony Canyon, TBS, Bushiroad, Overlap, Nelke Planning, APDREAM",Sentai Filmworks,Kinema Citrus,Original,24 min. per ep.,PG-13 - Teens 13 or older,1230,2065,57600,931,5112,22503,2559,3161,24265,2258,3546,5396,4817,2318,1044,468,211,96,86
Velvet Underworld: Fragment Person,Unknown,"Action, Music",12,"Jul 18, 2009 to Apr 1, 2010",Unknown,Unknown,Unknown,GARDEN LODGE,Original,3 min. per ep.,PG-13 - Teens 13 or older,12763,13183,335,0,21,82,7,21,204,4,2,11,9,11,15,1,1,1,1
Velvet Underworld: Alternative,Unknown,"Action, Music",1,2007,Unknown,Unknown,Unknown,Unknown,Original,3 min.,PG-13 - Teens 13 or older,12759,13633,289,1,15,147,4,12,111,6,Unknown,6,10,24,20,23,5,3,5
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),7.85,"Slice of Life, Psychological, Drama, School",12,"Jul 12, 2017 to Sep 27, 2017",Summer 2017,"Studio Hibari, Lantis, Media Factory, AT-X, Sony Music Communications, Toranoana, Kadokawa Media House, AKABEiSOFT2",Funimation,Lerche,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,734,190,577290,8794,29278,437639,7575,9892,92906,43419,69226,114298,78914,28180,11114,4789,2085,911,794
Shampoo Ouji,Unknown,"Adventure, Fantasy, Kids",12,"Oct 1, 2007 to Dec 17, 2007",Fall 2007,Unknown,Unknown,Unknown,Picture book,5 min. per ep.,G - All Ages,11886,16629,107,0,9,29,3,32,34,4,Unknown,4,4,2,2,1,1,1,1
Seizei Ganbare! Mahou Shoujo Kurumi,6.48,"Magic, Parody",25,"Jul 30, 2017 to Jun 30, 2018",Unknown,"Lantis, Quaras, FuRyu",Unknown,Pie in the sky,Original,4 min. per ep.,G - All Ages,5979,9197,1734,6,165,420,86,155,908,49,32,50,83,71,57,20,13,11,18
Hoshi Akari no Concert: Seiza ga Kanaderu Yozora,Unknown,"Music, Space",1,15-Dec-12,Unknown,Unknown,Unknown,Unknown,Original,2 min.,G - All Ages,14502,15716,153,1,5,107,0,10,31,6,Unknown,1,3,13,12,16,8,6,8
MAFF x Chobitto Zukan,Unknown,"Comedy, Kids",3,28-Feb-17,Unknown,Unknown,Unknown,Kachidoki Studio,Unknown,1 min. per ep.,PG - Children,15357,15572,161,0,12,73,1,33,42,4,1,Unknown,2,4,6,4,11,6,13
Sigh,Unknown,Music,1,28-May-14,Unknown,Toy's Factory,Unknown,Unknown,Music,5 min.,PG - Children,12090,15460,168,0,7,121,0,9,31,6,Unknown,2,1,8,12,8,12,19,14
Dappys,5.36,"Music, Comedy",4,"May 2, 2017 to Oct 25, 2017",Spring 2017,Unknown,Unknown,DLE,Original,50 sec. per ep.,G - All Ages,9998,10624,922,4,109,105,31,172,505,49,3,4,6,10,20,18,11,18,32
Caribadix,Unknown,"Music, Comedy",46,"May 7, 2017 to Mar 25, 2018",Spring 2017,"TV Osaka, Sanrio",Unknown,Unknown,Original,45 sec. per ep.,PG - Children,13554,12888,368,0,37,59,14,109,149,10,3,1,1,9,17,1,3,5,9
Mahou no Yousei Persia: Kaiten Mokuba,Unknown,"Comedy, Magic",1,25-Sep-87,Unknown,Unknown,Unknown,Studio Pierrot,Original,45 min.,PG - Children,15378,14024,261,0,15,65,11,40,130,5,3,Unknown,4,10,9,3,1,1,2
Geisters Movie: Hikari no Shou,Unknown,"Action, Military, Sci-Fi",1,17-Aug-02,Unknown,Plum,Unknown,Unknown,Original,1 hr. 40 min.,PG-13 - Teens 13 or older,14074,15462,166,0,13,42,4,32,75,3,1,Unknown,1,1,1,4,4,4,8
Geisters Movie: Inochi no Shou,Unknown,"Action, Military, Sci-Fi",1,24-Aug-02,Unknown,Plum,Unknown,Unknown,Original,1 hr. 40 min.,PG-13 - Teens 13 or older,14091,15566,161,0,11,44,4,29,73,5,1,Unknown,1,1,3,3,1,6,5
Stella no Mahou Specials,6.72,"Slice of Life, Comedy, School",2,"Feb 24, 2017 to Mar 24, 2017",Unknown,"Kadokawa Shoten, flying DOG, Houbunsha, Hakuhodo DY Media Partners",Unknown,SILVER LINK.,4-koma manga,13 min. per ep.,PG-13 - Teens 13 or older,4793,7131,3947,2,131,2521,53,36,1206,81,79,258,609,461,175,47,14,6,9
Yume Hakonda Randoseru,Unknown,"Music, Slice of Life, Kids",1,2-Feb-17,Unknown,NHK,Unknown,Unknown,Original,2 min.,G - All Ages,13052,16213,127,0,8,70,2,22,25,4,Unknown,1,2,5,6,12,8,3,7
Kizunakizu,Unknown,"Music, Slice of Life, Kids",1,8-Feb-17,Unknown,NHK,Unknown,Echoes,Original,2 min.,G - All Ages,15069,15299,177,0,15,83,1,11,67,5,Unknown,2,6,9,16,6,8,2,2
Paperman,Unknown,Game,1,17-Aug-11,Unknown,Unknown,Unknown,Unknown,Game,6 min.,G - All Ages,11484,15810,148,0,10,71,2,21,44,4,Unknown,2,5,4,14,3,6,3,7
Tteodori Kkachi,Unknown,"Drama, Sports",1,5-May-87,Unknown,Unknown,Unknown,Unknown,Original,1 hr. 25 min.,G - All Ages,12625,15845,144,0,12,48,4,32,48,5,Unknown,4,1,7,6,3,1,1,4
Kkachi ae Nalgae,Unknown,"Sports, Drama",1,2-Jan-88,Unknown,Unknown,Unknown,Unknown,Original,1 hr. 20 min.,G - All Ages,15070,16077,134,0,11,47,3,31,42,5,6,2,1,5,5,Unknown,1,3,4
